"agentid","callid","agent_name","region"
1,7048,NULL,NULL
1,461,NULL,NULL
1,8751,NULL,NULL
1,6837,NULL,NULL
1,3463,NULL,NULL
1,9078,NULL,NULL
1,7178,NULL,NULL
1,8149,NULL,NULL
1,5247,NULL,NULL
1,6804,NULL,NULL
1,470,NULL,NULL
1,3144,NULL,NULL
1,2293,NULL,NULL
1,2537,NULL,NULL
1,1445,NULL,NULL
1,9128,NULL,NULL
1,3596,NULL,NULL
1,7027,NULL,NULL
1,1530,NULL,NULL
1,6947,NULL,NULL
1,4007,NULL,NULL
1,4492,NULL,NULL
1,3385,NULL,NULL
1,3683,NULL,NULL
1,8894,NULL,NULL
1,771,NULL,NULL
1,4698,NULL,NULL
1,4091,NULL,NULL
1,3525,NULL,NULL
1,3648,NULL,NULL
1,3406,NULL,NULL
1,5605,NULL,NULL
1,9105,NULL,NULL
1,6113,NULL,NULL
1,5070,NULL,NULL
1,7719,NULL,NULL
1,4790,NULL,NULL
1,2319,NULL,NULL
1,741,NULL,NULL
1,5994,NULL,NULL
1,9274,NULL,NULL
1,9154,NULL,NULL
1,3660,NULL,NULL
1,1520,NULL,NULL
1,1274,NULL,NULL
1,5833,NULL,NULL
1,2207,NULL,NULL
1,7703,NULL,NULL
1,3831,NULL,NULL
1,3911,NULL,NULL
1,6004,NULL,NULL
1,7099,NULL,NULL
1,8072,NULL,NULL
1,3793,NULL,NULL
1,5130,NULL,NULL
1,514,NULL,NULL
1,9250,NULL,NULL
1,7309,NULL,NULL
1,477,NULL,NULL
1,277,NULL,NULL
1,5594,NULL,NULL
1,1458,NULL,NULL
1,4490,NULL,NULL
1,6953,NULL,NULL
1,6018,NULL,NULL
1,3644,NULL,NULL
1,4373,NULL,NULL
1,8047,NULL,NULL
1,5899,NULL,NULL
1,8089,NULL,NULL
1,5392,NULL,NULL
1,8699,NULL,NULL
1,2677,NULL,NULL
1,5607,NULL,NULL
1,2679,NULL,NULL
1,6762,NULL,NULL
1,4910,NULL,NULL
1,2359,NULL,NULL
1,7734,NULL,NULL
1,2360,NULL,NULL
1,8951,NULL,NULL
1,5659,NULL,NULL
1,6036,NULL,NULL
1,8184,NULL,NULL
1,1475,NULL,NULL
1,2450,NULL,NULL
1,3825,NULL,NULL
1,9200,NULL,NULL
1,4963,NULL,NULL
1,671,NULL,NULL
1,2371,NULL,NULL
1,4440,NULL,NULL
1,3468,NULL,NULL
1,796,NULL,NULL
1,432,NULL,NULL
1,9333,NULL,NULL
1,2460,NULL,NULL
1,7470,NULL,NULL
1,9292,NULL,NULL
1,5676,NULL,NULL
1,5891,NULL,NULL
1,7757,NULL,NULL
1,6789,NULL,NULL
1,4895,NULL,NULL
1,8975,NULL,NULL
1,8209,NULL,NULL
1,528,NULL,NULL
1,5518,NULL,NULL
1,567,NULL,NULL
1,8615,NULL,NULL
1,8980,NULL,NULL
1,9103,NULL,NULL
1,5692,NULL,NULL
1,1665,NULL,NULL
1,8013,NULL,NULL
1,7407,NULL,NULL
1,6194,NULL,NULL
1,7289,NULL,NULL
1,211,NULL,NULL
1,1307,NULL,NULL
1,1551,NULL,NULL
1,1310,NULL,NULL
1,4590,NULL,NULL
1,6077,NULL,NULL
1,4190,NULL,NULL
1,7620,NULL,NULL
1,1193,NULL,NULL
1,1073,NULL,NULL
1,587,NULL,NULL
1,4597,NULL,NULL
1,4598,NULL,NULL
1,3506,NULL,NULL
1,836,NULL,NULL
1,6087,NULL,NULL
1,3873,NULL,NULL
1,4967,NULL,NULL
1,9374,NULL,NULL
1,3473,NULL,NULL
1,7146,NULL,NULL
1,3514,NULL,NULL
1,4972,NULL,NULL
1,2423,NULL,NULL
1,5724,NULL,NULL
1,3479,NULL,NULL
1,2183,NULL,NULL
1,9015,NULL,NULL
1,7194,NULL,NULL
1,5183,NULL,NULL
1,8168,NULL,NULL
1,4496,NULL,NULL
1,2795,NULL,NULL
1,9389,NULL,NULL
1,3891,NULL,NULL
1,612,NULL,NULL
1,1706,NULL,NULL
1,2800,NULL,NULL
1,617,NULL,NULL
1,3534,NULL,NULL
1,1347,NULL,NULL
1,3777,NULL,NULL
1,253,NULL,NULL
1,7211,NULL,NULL
1,1350,NULL,NULL
1,5745,NULL,NULL
1,7296,NULL,NULL
1,8306,NULL,NULL
1,7093,NULL,NULL
1,260,NULL,NULL
1,8309,NULL,NULL
1,3546,NULL,NULL
1,6124,NULL,NULL
1,9041,NULL,NULL
1,3548,NULL,NULL
1,1725,NULL,NULL
1,3550,NULL,NULL
1,146,NULL,NULL
1,7953,NULL,NULL
1,596,NULL,NULL
1,232,NULL,NULL
1,8320,NULL,NULL
1,8200,NULL,NULL
1,7837,NULL,NULL
1,4896,NULL,NULL
1,1695,NULL,NULL
1,5767,NULL,NULL
1,2830,NULL,NULL
1,159,NULL,NULL
1,1699,NULL,NULL
1,5645,NULL,NULL
1,6022,NULL,NULL
1,3444,NULL,NULL
1,4902,NULL,NULL
1,4903,NULL,NULL
1,9064,NULL,NULL
1,3691,NULL,NULL
1,4179,NULL,NULL
1,3450,NULL,NULL
1,2721,NULL,NULL
1,3453,NULL,NULL
1,9314,NULL,NULL
1,7248,NULL,NULL
1,3941,NULL,NULL
1,3821,NULL,NULL
1,2848,NULL,NULL
1,2446,NULL,NULL
1,9075,NULL,NULL
1,3460,NULL,NULL
1,7984,NULL,NULL
1,7136,NULL,NULL
1,8958,NULL,NULL
1,7381,NULL,NULL
1,4679,NULL,NULL
1,4559,NULL,NULL
1,1401,NULL,NULL
1,553,NULL,NULL
1,7142,NULL,NULL
1,1404,NULL,NULL
1,7225,NULL,NULL
1,6132,NULL,NULL
1,9089,NULL,NULL
1,9460,NULL,NULL
1,2866,NULL,NULL
1,196,NULL,NULL
1,682,NULL,NULL
1,8973,NULL,NULL
1,4451,NULL,NULL
1,4937,NULL,NULL
1,2348,NULL,NULL
1,4939,NULL,NULL
1,9469,NULL,NULL
1,1782,NULL,NULL
1,9471,NULL,NULL
1,449,NULL,NULL
1,7281,NULL,NULL
1,8012,NULL,NULL
1,574,NULL,NULL
1,8256,NULL,NULL
1,1425,NULL,NULL
1,699,NULL,NULL
1,334,NULL,NULL
1,1428,NULL,NULL
1,8382,NULL,NULL
1,6927,NULL,NULL
1,3982,NULL,NULL
1,5829,NULL,NULL
1,2527,NULL,NULL
1,1072,NULL,NULL
1,4594,NULL,NULL
1,2893,NULL,NULL
1,6933,NULL,NULL
1,3989,NULL,NULL
1,1439,NULL,NULL
1,3627,NULL,NULL
1,4722,NULL,NULL
1,8760,NULL,NULL
1,8396,NULL,NULL
1,2901,NULL,NULL
1,1810,NULL,NULL
1,2742,NULL,NULL
1,718,NULL,NULL
1,4364,NULL,NULL
1,9501,NULL,NULL
1,6946,NULL,NULL
1,9133,NULL,NULL
1,6948,NULL,NULL
1,7800,NULL,NULL
1,6950,NULL,NULL
1,5099,NULL,NULL
1,2913,NULL,NULL
1,2550,NULL,NULL
1,2430,NULL,NULL
1,5858,NULL,NULL
1,9142,NULL,NULL
1,5105,NULL,NULL
1,8416,NULL,NULL
1,6229,NULL,NULL
1,735,NULL,NULL
1,4260,NULL,NULL
1,2803,NULL,NULL
1,252,NULL,NULL
1,9398,NULL,NULL
1,2562,NULL,NULL
1,6236,NULL,NULL
1,1837,NULL,NULL
1,5116,NULL,NULL
1,8426,NULL,NULL
1,2931,NULL,NULL
1,6241,NULL,NULL
1,6973,NULL,NULL
1,4757,NULL,NULL
1,4758,NULL,NULL
1,5879,NULL,NULL
1,5124,NULL,NULL
1,2938,NULL,NULL
1,8435,NULL,NULL
1,8436,NULL,NULL
1,1849,NULL,NULL
1,6251,NULL,NULL
1,8399,NULL,NULL
1,9169,NULL,NULL
1,4768,NULL,NULL
1,2583,NULL,NULL
1,5890,NULL,NULL
1,5014,NULL,NULL
1,8933,NULL,NULL
1,3681,NULL,NULL
1,6990,NULL,NULL
1,8448,NULL,NULL
1,6750,NULL,NULL
1,2712,NULL,NULL
1,4779,NULL,NULL
1,650,NULL,NULL
1,5144,NULL,NULL
1,7969,NULL,NULL
1,2717,NULL,NULL
1,2839,NULL,NULL
1,5148,NULL,NULL
1,2841,NULL,NULL
1,3937,NULL,NULL
1,7975,NULL,NULL
1,293,NULL,NULL
1,1509,NULL,NULL
1,4061,NULL,NULL
1,8343,NULL,NULL
1,783,NULL,NULL
1,420,NULL,NULL
1,421,NULL,NULL
1,1031,NULL,NULL
1,9198,NULL,NULL
1,667,NULL,NULL
1,789,NULL,NULL
1,8109,NULL,NULL
1,5922,NULL,NULL
1,5923,NULL,NULL
1,8111,NULL,NULL
1,9584,NULL,NULL
1,8842,NULL,NULL
1,8478,NULL,NULL
1,5887,NULL,NULL
1,9209,NULL,NULL
1,1529,NULL,NULL
1,5931,NULL,NULL
1,7390,NULL,NULL
1,9213,NULL,NULL
1,2989,NULL,NULL
1,6301,NULL,NULL
1,8245,NULL,NULL
1,9596,NULL,NULL
1,6911,NULL,NULL
1,7398,NULL,NULL
1,7034,NULL,NULL
1,6305,NULL,NULL
1,4456,NULL,NULL
1,5185,NULL,NULL
1,4093,NULL,NULL
1,9225,NULL,NULL
1,8376,NULL,NULL
1,6191,NULL,NULL
1,4097,NULL,NULL
1,8987,NULL,NULL
1,821,NULL,NULL
1,5194,NULL,NULL
1,6316,NULL,NULL
1,4102,NULL,NULL
1,8505,NULL,NULL
1,5955,NULL,NULL
1,340,NULL,NULL
1,1798,NULL,NULL
1,1435,NULL,NULL
1,8510,NULL,NULL
1,468,NULL,NULL
1,7055,NULL,NULL
1,7057,NULL,NULL
1,2291,NULL,NULL
1,5584,NULL,NULL
1,1563,NULL,NULL
1,7424,NULL,NULL
1,3022,NULL,NULL
1,8155,NULL,NULL
1,8157,NULL,NULL
1,4119,NULL,NULL
1,5971,NULL,NULL
1,842,NULL,NULL
1,9632,NULL,NULL
1,4852,NULL,NULL
1,480,NULL,NULL
1,8527,NULL,NULL
1,5978,NULL,NULL
1,9258,NULL,NULL
1,3400,NULL,NULL
1,5600,NULL,NULL
1,6224,NULL,NULL
1,9641,NULL,NULL
1,7441,NULL,NULL
1,3405,NULL,NULL
1,4134,NULL,NULL
1,6350,NULL,NULL
1,5230,NULL,NULL
1,8539,NULL,NULL
1,6353,NULL,NULL
1,4504,NULL,NULL
1,129,NULL,NULL
1,5234,NULL,NULL
1,8544,NULL,NULL
1,9653,NULL,NULL
1,7818,NULL,NULL
1,3417,NULL,NULL
1,1959,NULL,NULL
1,9657,NULL,NULL
1,3054,NULL,NULL
1,7823,NULL,NULL
1,506,NULL,NULL
1,1601,NULL,NULL
1,4881,NULL,NULL
1,6369,NULL,NULL
1,9664,NULL,NULL
1,4884,NULL,NULL
1,2699,NULL,NULL
1,9288,NULL,NULL
1,5251,NULL,NULL
1,3431,NULL,NULL
1,9670,NULL,NULL
1,3067,NULL,NULL
1,4162,NULL,NULL
1,6257,NULL,NULL
1,278,NULL,NULL
1,2709,NULL,NULL
1,3073,NULL,NULL
1,6382,NULL,NULL
1,4291,NULL,NULL
1,2711,NULL,NULL
1,8572,NULL,NULL
1,4050,NULL,NULL
1,8210,NULL,NULL
1,4173,NULL,NULL
1,9063,NULL,NULL
1,8577,NULL,NULL
1,3082,NULL,NULL
1,3449,NULL,NULL
1,898,NULL,NULL
1,3085,NULL,NULL
1,5908,NULL,NULL
1,7490,NULL,NULL
1,8220,NULL,NULL
1,9316,NULL,NULL
1,7493,NULL,NULL
1,4185,NULL,NULL
1,9699,NULL,NULL
1,9700,NULL,NULL
1,910,NULL,NULL
1,7498,NULL,NULL
1,7499,NULL,NULL
1,6042,NULL,NULL
1,548,NULL,NULL
1,914,NULL,NULL
1,7503,NULL,NULL
1,6046,NULL,NULL
1,6411,NULL,NULL
1,5291,NULL,NULL
1,8600,NULL,NULL
1,4564,NULL,NULL
1,2013,NULL,NULL
1,6416,NULL,NULL
1,922,NULL,NULL
1,7148,NULL,NULL
1,6785,NULL,NULL
1,7880,NULL,NULL
1,8244,NULL,NULL
1,2020,NULL,NULL
1,1900,NULL,NULL
1,7519,NULL,NULL
1,2023,NULL,NULL
1,3117,NULL,NULL
1,3848,NULL,NULL
1,3119,NULL,NULL
1,5690,NULL,NULL
1,935,NULL,NULL
1,9733,NULL,NULL
1,8255,NULL,NULL
1,7527,NULL,NULL
1,9478,NULL,NULL
1,4220,NULL,NULL
1,210,NULL,NULL
1,4222,NULL,NULL
1,4588,NULL,NULL
1,1673,NULL,NULL
1,2038,NULL,NULL
1,946,NULL,NULL
1,827,NULL,NULL
1,6322,NULL,NULL
1,3135,NULL,NULL
1,3502,NULL,NULL
1,6446,NULL,NULL
1,7177,NULL,NULL
1,8271,NULL,NULL
1,2776,NULL,NULL
1,593,NULL,NULL
1,5329,NULL,NULL
1,3143,NULL,NULL
1,9758,NULL,NULL
1,7548,NULL,NULL
1,8642,NULL,NULL
1,9761,NULL,NULL
1,598,NULL,NULL
1,7552,NULL,NULL
1,3150,NULL,NULL
1,4974,NULL,NULL
1,966,NULL,NULL
1,1332,NULL,NULL
1,604,NULL,NULL
1,4250,NULL,NULL
1,7559,NULL,NULL
1,1943,NULL,NULL
1,6467,NULL,NULL
1,9774,NULL,NULL
1,3160,NULL,NULL
1,5348,NULL,NULL
1,8658,NULL,NULL
1,9778,NULL,NULL
1,9779,NULL,NULL
1,9395,NULL,NULL
1,6475,NULL,NULL
1,9397,NULL,NULL
1,5355,NULL,NULL
1,4263,NULL,NULL
1,255,NULL,NULL
1,1715,NULL,NULL
1,6117,NULL,NULL
1,9788,NULL,NULL
1,7577,NULL,NULL
1,1354,NULL,NULL
1,3176,NULL,NULL
1,6486,NULL,NULL
1,5751,NULL,NULL
1,2086,NULL,NULL
1,6125,NULL,NULL
1,9411,NULL,NULL
1,7585,NULL,NULL
1,8679,NULL,NULL
1,7952,NULL,NULL
1,999,NULL,NULL
1,9801,NULL,NULL
1,9802,NULL,NULL
1,6498,NULL,NULL
1,9804,NULL,NULL
1,8565,NULL,NULL
1,4285,NULL,NULL
1,5766,NULL,NULL
1,6502,NULL,NULL
1,6503,NULL,NULL
1,2831,NULL,NULL
1,1010,NULL,NULL
1,6506,NULL,NULL
1,6386,NULL,NULL
1,2106,NULL,NULL
1,5023,NULL,NULL
1,7483,NULL,NULL
1,9817,NULL,NULL
1,9818,NULL,NULL
1,2112,NULL,NULL
1,5395,NULL,NULL
1,291,NULL,NULL
1,901,NULL,NULL
1,3939,NULL,NULL
1,6518,NULL,NULL
1,9071,NULL,NULL
1,5401,NULL,NULL
1,7615,NULL,NULL
1,2120,NULL,NULL
1,4308,NULL,NULL
1,1395,NULL,NULL
1,8712,NULL,NULL
1,9832,NULL,NULL
1,1398,NULL,NULL
1,2491,NULL,NULL
1,6529,NULL,NULL
1,8353,NULL,NULL
1,2129,NULL,NULL
1,308,NULL,NULL
1,3590,NULL,NULL
1,6170,NULL,NULL
1,3592,NULL,NULL
1,6172,NULL,NULL
1,678,NULL,NULL
1,8725,NULL,NULL
1,8726,NULL,NULL
1,5806,NULL,NULL
1,3232,NULL,NULL
1,4692,NULL,NULL
1,6179,NULL,NULL
1,6423,NULL,NULL
1,9851,NULL,NULL
1,2509,NULL,NULL
1,2146,NULL,NULL
1,5432,NULL,NULL
1,9856,NULL,NULL
1,3972,NULL,NULL
1,3242,NULL,NULL
1,2150,NULL,NULL
1,5438,NULL,NULL
1,8741,NULL,NULL
1,9477,NULL,NULL
1,1061,NULL,NULL
1,1791,NULL,NULL
1,9480,NULL,NULL
1,8746,NULL,NULL
1,337,NULL,NULL
1,7655,NULL,NULL
1,3983,NULL,NULL
1,9485,NULL,NULL
1,9871,NULL,NULL
1,1799,NULL,NULL
1,8753,NULL,NULL
1,4352,NULL,NULL
1,8755,NULL,NULL
1,6206,NULL,NULL
1,9492,NULL,NULL
1,2169,NULL,NULL
1,5839,NULL,NULL
1,3264,NULL,NULL
1,6574,NULL,NULL
1,4360,NULL,NULL
1,6576,NULL,NULL
1,2175,NULL,NULL
1,3269,NULL,NULL
1,5464,NULL,NULL
1,6580,NULL,NULL
1,6582,NULL,NULL
1,9889,NULL,NULL
1,5469,NULL,NULL
1,9891,NULL,NULL
1,6585,NULL,NULL
1,6586,NULL,NULL
1,2185,NULL,NULL
1,2186,NULL,NULL
1,7683,NULL,NULL
1,6226,NULL,NULL
1,7685,NULL,NULL
1,3650,NULL,NULL
1,2191,NULL,NULL
1,9901,NULL,NULL
1,1100,NULL,NULL
1,9520,NULL,NULL
1,1102,NULL,NULL
1,376,NULL,NULL
1,740,NULL,NULL
1,9907,NULL,NULL
1,6601,NULL,NULL
1,2200,NULL,NULL
1,7697,NULL,NULL
1,5491,NULL,NULL
1,3296,NULL,NULL
1,9913,NULL,NULL
1,8794,NULL,NULL
1,5495,NULL,NULL
1,8796,NULL,NULL
1,1116,NULL,NULL
1,4396,NULL,NULL
1,8799,NULL,NULL
1,8800,NULL,NULL
1,2941,NULL,NULL
1,23,NULL,NULL
1,9542,NULL,NULL
1,8804,NULL,NULL
1,6618,NULL,NULL
1,6619,NULL,NULL
1,2219,NULL,NULL
1,8808,NULL,NULL
1,1128,NULL,NULL
1,8810,NULL,NULL
1,9555,NULL,NULL
1,9932,NULL,NULL
1,4776,NULL,NULL
1,2590,NULL,NULL
1,1862,NULL,NULL
1,1134,NULL,NULL
1,6630,NULL,NULL
1,8697,NULL,NULL
1,40,NULL,NULL
1,9940,NULL,NULL
1,2232,NULL,NULL
1,4785,NULL,NULL
1,5906,NULL,NULL
1,9438,NULL,NULL
1,9946,NULL,NULL
1,9947,NULL,NULL
1,2238,NULL,NULL
1,9193,NULL,NULL
1,1147,NULL,NULL
1,784,NULL,NULL
1,3335,NULL,NULL
1,8468,NULL,NULL
1,4067,NULL,NULL
1,4798,NULL,NULL
1,5536,NULL,NULL
1,9201,NULL,NULL
1,9581,NULL,NULL
1,1885,NULL,NULL
1,6289,NULL,NULL
1,6653,NULL,NULL
1,8113,NULL,NULL
1,6655,NULL,NULL
1,434,NULL,NULL
1,1162,NULL,NULL
1,799,NULL,NULL
1,800,NULL,NULL
1,4445,NULL,NULL
1,4446,NULL,NULL
1,4447,NULL,NULL
1,71,NULL,NULL
1,4085,NULL,NULL
1,3356,NULL,NULL
1,2264,NULL,NULL
1,4452,NULL,NULL
1,2995,NULL,NULL
1,7763,NULL,NULL
1,2997,NULL,NULL
1,3362,NULL,NULL
1,3363,NULL,NULL
1,3364,NULL,NULL
1,3001,NULL,NULL
1,1180,NULL,NULL
1,8863,NULL,NULL
1,9608,NULL,NULL
1,7772,NULL,NULL
1,89,NULL,NULL
1,7774,NULL,NULL
1,3372,NULL,NULL
1,5573,NULL,NULL
1,9614,NULL,NULL
1,5956,NULL,NULL
1,3013,NULL,NULL
1,5577,NULL,NULL
1,6687,NULL,NULL
1,96,NULL,NULL
1,97,NULL,NULL
1,9242,NULL,NULL
1,2654,NULL,NULL
10,0,NULL,NULL
10,5478,NULL,NULL
10,2,NULL,NULL
10,9903,NULL,NULL
10,7690,NULL,NULL
10,6,NULL,NULL
10,3286,NULL,NULL
10,6964,NULL,NULL
10,4385,NULL,NULL
10,1470,NULL,NULL
10,1471,NULL,NULL
10,2929,NULL,NULL
10,9529,NULL,NULL
10,5873,NULL,NULL
10,15,NULL,NULL
10,4392,NULL,NULL
10,17,NULL,NULL
10,4029,NULL,NULL
10,1479,NULL,NULL
10,8784,NULL,NULL
10,2210,NULL,NULL
10,9921,NULL,NULL
10,8801,NULL,NULL
10,7709,NULL,NULL
10,8074,NULL,NULL
10,6009,NULL,NULL
10,3674,NULL,NULL
10,6620,NULL,NULL
10,2218,NULL,NULL
10,1126,NULL,NULL
10,8080,NULL,NULL
10,9174,NULL,NULL
10,8082,NULL,NULL
10,2587,NULL,NULL
10,3318,NULL,NULL
10,7721,NULL,NULL
10,6629,NULL,NULL
10,405,NULL,NULL
10,2228,NULL,NULL
10,6874,NULL,NULL
10,8819,NULL,NULL
10,1138,NULL,NULL
10,7727,NULL,NULL
10,2597,NULL,NULL
10,9187,NULL,NULL
10,7366,NULL,NULL
10,47,NULL,NULL
10,2237,NULL,NULL
10,8827,NULL,NULL
10,3333,NULL,NULL
10,6643,NULL,NULL
10,2241,NULL,NULL
10,8831,NULL,NULL
10,9954,NULL,NULL
10,2244,NULL,NULL
10,3339,NULL,NULL
10,57,NULL,NULL
10,1154,NULL,NULL
10,7015,NULL,NULL
10,3667,NULL,NULL
10,9961,NULL,NULL
10,7382,NULL,NULL
10,3710,NULL,NULL
10,64,NULL,NULL
10,4441,NULL,NULL
10,5546,NULL,NULL
10,7752,NULL,NULL
10,2257,NULL,NULL
10,9969,NULL,NULL
10,70,NULL,NULL
10,5551,NULL,NULL
10,560,NULL,NULL
10,73,NULL,NULL
10,6666,NULL,NULL
10,75,NULL,NULL
10,1172,NULL,NULL
10,4816,NULL,NULL
10,6670,NULL,NULL
10,2268,NULL,NULL
10,7400,NULL,NULL
10,7037,NULL,NULL
10,8131,NULL,NULL
10,5565,NULL,NULL
10,7769,NULL,NULL
10,9985,NULL,NULL
10,3369,NULL,NULL
10,9986,NULL,NULL
10,7773,NULL,NULL
10,3006,NULL,NULL
10,3373,NULL,NULL
10,9991,NULL,NULL
10,9992,NULL,NULL
10,7049,NULL,NULL
10,9994,NULL,NULL
10,95,NULL,NULL
10,1192,NULL,NULL
10,4473,NULL,NULL
10,8876,NULL,NULL
10,99,NULL,NULL
10,3707,NULL,NULL
10,5583,NULL,NULL
10,4842,NULL,NULL
10,7788,NULL,NULL
10,4844,NULL,NULL
10,1201,NULL,NULL
10,5588,NULL,NULL
10,2660,NULL,NULL
10,8886,NULL,NULL
10,2298,NULL,NULL
10,8888,NULL,NULL
10,8889,NULL,NULL
10,479,NULL,NULL
10,5217,NULL,NULL
10,5596,NULL,NULL
10,7071,NULL,NULL
10,3399,NULL,NULL
10,5599,NULL,NULL
10,3765,NULL,NULL
10,8531,NULL,NULL
10,6712,NULL,NULL
10,121,NULL,NULL
10,6714,NULL,NULL
10,2676,NULL,NULL
10,3407,NULL,NULL
10,7810,NULL,NULL
10,4866,NULL,NULL
10,3410,NULL,NULL
10,5610,NULL,NULL
10,3412,NULL,NULL
10,4505,NULL,NULL
10,4507,NULL,NULL
10,4508,NULL,NULL
10,1229,NULL,NULL
10,1230,NULL,NULL
10,2688,NULL,NULL
10,7821,NULL,NULL
10,3784,NULL,NULL
10,9280,NULL,NULL
10,8917,NULL,NULL
10,8189,NULL,NULL
10,8919,NULL,NULL
10,1238,NULL,NULL
10,3426,NULL,NULL
10,4155,NULL,NULL
10,512,NULL,NULL
10,4885,NULL,NULL
10,5759,NULL,NULL
10,1608,NULL,NULL
10,6010,NULL,NULL
10,3797,NULL,NULL
10,5635,NULL,NULL
10,3435,NULL,NULL
10,3436,NULL,NULL
10,3437,NULL,NULL
10,1979,NULL,NULL
10,5641,NULL,NULL
10,3440,NULL,NULL
10,4534,NULL,NULL
10,3442,NULL,NULL
10,2713,NULL,NULL
10,8087,NULL,NULL
10,4538,NULL,NULL
10,7848,NULL,NULL
10,2353,NULL,NULL
10,9309,NULL,NULL
10,5651,NULL,NULL
10,7852,NULL,NULL
10,6760,NULL,NULL
10,900,NULL,NULL
10,4546,NULL,NULL
10,4182,NULL,NULL
10,903,NULL,NULL
10,173,NULL,NULL
10,2363,NULL,NULL
10,175,NULL,NULL
10,3458,NULL,NULL
10,6039,NULL,NULL
10,2731,NULL,NULL
10,6771,NULL,NULL
10,1276,NULL,NULL
10,1641,NULL,NULL
10,7867,NULL,NULL
10,3830,NULL,NULL
10,1280,NULL,NULL
10,1281,NULL,NULL
10,5671,NULL,NULL
10,554,NULL,NULL
10,6050,NULL,NULL
10,3834,NULL,NULL
10,2014,NULL,NULL
10,4931,NULL,NULL
10,3839,NULL,NULL
10,3961,NULL,NULL
10,1290,NULL,NULL
10,9341,NULL,NULL
10,4572,NULL,NULL
10,4573,NULL,NULL
10,4574,NULL,NULL
10,3482,NULL,NULL
10,200,NULL,NULL
10,201,NULL,NULL
10,3849,NULL,NULL
10,4943,NULL,NULL
10,6430,NULL,NULL
10,4581,NULL,NULL
10,1666,NULL,NULL
10,1303,NULL,NULL
10,4583,NULL,NULL
10,6801,NULL,NULL
10,9738,NULL,NULL
10,5315,NULL,NULL
10,2036,NULL,NULL
10,4953,NULL,NULL
10,7170,NULL,NULL
10,5702,NULL,NULL
10,9745,NULL,NULL
10,9363,NULL,NULL
10,3501,NULL,NULL
10,3136,NULL,NULL
10,7176,NULL,NULL
10,221,NULL,NULL
10,222,NULL,NULL
10,1683,NULL,NULL
10,9370,NULL,NULL
10,7181,NULL,NULL
10,4966,NULL,NULL
10,3874,NULL,NULL
10,6820,NULL,NULL
10,9006,NULL,NULL
10,3513,NULL,NULL
10,3878,NULL,NULL
10,1328,NULL,NULL
10,7917,NULL,NULL
10,3517,NULL,NULL
10,4611,NULL,NULL
10,3153,NULL,NULL
10,4248,NULL,NULL
10,239,NULL,NULL
10,2428,NULL,NULL
10,8652,NULL,NULL
10,242,NULL,NULL
10,5732,NULL,NULL
10,7928,NULL,NULL
10,5734,NULL,NULL
10,1341,NULL,NULL
10,4621,NULL,NULL
10,5737,NULL,NULL
10,6840,NULL,NULL
10,4625,NULL,NULL
10,8299,NULL,NULL
10,4262,NULL,NULL
10,6844,NULL,NULL
10,7938,NULL,NULL
10,5744,NULL,NULL
10,4631,NULL,NULL
10,3539,NULL,NULL
10,258,NULL,NULL
10,9790,NULL,NULL
10,3542,NULL,NULL
10,261,NULL,NULL
10,3908,NULL,NULL
10,263,NULL,NULL
10,5753,NULL,NULL
10,2817,NULL,NULL
10,5369,NULL,NULL
10,7951,NULL,NULL
10,1363,NULL,NULL
10,7345,NULL,NULL
10,6861,NULL,NULL
10,3553,NULL,NULL
10,7591,NULL,NULL
10,639,NULL,NULL
10,3556,NULL,NULL
10,276,NULL,NULL
10,3558,NULL,NULL
10,6138,NULL,NULL
10,6869,NULL,NULL
10,6870,NULL,NULL
10,6871,NULL,NULL
10,9428,NULL,NULL
10,1377,NULL,NULL
10,1861,NULL,NULL
10,285,NULL,NULL
10,1744,NULL,NULL
10,3932,NULL,NULL
10,1017,NULL,NULL
10,3570,NULL,NULL
10,655,NULL,NULL
10,3572,NULL,NULL
10,9068,NULL,NULL
10,6881,NULL,NULL
10,294,NULL,NULL
10,3940,NULL,NULL
10,5785,NULL,NULL
10,4671,NULL,NULL
10,298,NULL,NULL
10,3580,NULL,NULL
10,3945,NULL,NULL
10,6525,NULL,NULL
10,3583,NULL,NULL
10,5792,NULL,NULL
10,3585,NULL,NULL
10,1034,NULL,NULL
10,3587,NULL,NULL
10,3220,NULL,NULL
10,1766,NULL,NULL
10,674,NULL,NULL
10,4684,NULL,NULL
10,2498,NULL,NULL
10,8722,NULL,NULL
10,8724,NULL,NULL
10,9090,NULL,NULL
10,1409,NULL,NULL
10,8848,NULL,NULL
10,1411,NULL,NULL
10,318,NULL,NULL
10,3600,NULL,NULL
10,6180,NULL,NULL
10,9097,NULL,NULL
10,687,NULL,NULL
10,2510,NULL,NULL
10,325,NULL,NULL
10,5815,NULL,NULL
10,7644,NULL,NULL
10,8010,NULL,NULL
10,7645,NULL,NULL
10,3610,NULL,NULL
10,1424,NULL,NULL
10,4704,NULL,NULL
10,333,NULL,NULL
10,2155,NULL,NULL
10,335,NULL,NULL
10,5825,NULL,NULL
10,8383,NULL,NULL
10,338,NULL,NULL
10,1432,NULL,NULL
10,8022,NULL,NULL
10,2891,NULL,NULL
10,8509,NULL,NULL
10,343,NULL,NULL
10,8390,NULL,NULL
10,709,NULL,NULL
10,346,NULL,NULL
10,9122,NULL,NULL
10,712,NULL,NULL
10,3992,NULL,NULL
10,350,NULL,NULL
